field_70154_o,ridingEntity,2,The entity we are currently riding
field_70155_l,renderDistanceWeight,2,
field_70156_m,preventEntitySpawning,2,Blocks entities from spawning when they do their AABB check to make sure the spot is clear of entities that can prevent spawning.
field_70158_ak,ignoreFrustumCheck,2,Render entity even if it is outside the camera frustum. Only true in EntityFish for now. Used in RenderGlobal: render if ignoreFrustumCheck or in frustum.
field_70159_w,motionX,2,Entity motion X
field_70160_al,isAirBorne,2,
field_70161_v,posZ,2,Entity position Z
field_70162_ai,chunkCoordY,2,
field_70163_u,posY,2,Entity position Y
field_70164_aj,chunkCoordZ,2,
field_70165_t,posX,2,Entity position X
field_70166_s,prevPosZ,2,
field_70167_r,prevPosY,2,
field_70168_am,myEntitySize,2,
field_70169_q,prevPosX,2,
field_70170_p,worldObj,2,Reference to the World object.
field_70171_ac,inWater,2,Whether this entity is currently inside of water (if it handles water movement that is)
field_70172_ad,hurtResistantTime,2,"Remaining time an entity will be ""immune"" to further damage after being hurt."
field_70173_aa,ticksExisted,2,How many ticks has this entity had ran since being alive
field_70174_ab,fireResistance,2,The amount of ticks you have to stand inside of fire before be set on fire
field_70175_ag,addedToChunk,2,Has this entity been added to the chunk its within
field_70176_ah,chunkCoordX,2,
field_70177_z,rotationYaw,2,Entity rotation Yaw
field_70178_ae,isImmuneToFire,2,
field_70179_y,motionZ,2,Entity motion Z
field_70180_af,dataWatcher,2,
field_70181_x,motionY,2,Entity motion Y
field_70191_b,throwableShake,2,
field_70192_c,thrower,2,The entity that threw this throwable item.
field_70193_a,inGround,2,
field_70194_h,ticksInGround,2,
field_70195_i,ticksInAir,2,
field_70197_d,potionDamage,2,The damage value of the thrown potion that this EntityPotion represents.
field_70221_f,shatterOrDrop,2,
field_70222_d,targetZ,2,'z' location the eye should float towards.
field_70223_e,despawnTimer,2,
field_70224_b,targetX,2,'x' location the eye should float towards.
field_70225_c,targetY,2,'y' location the eye should float towards.
field_70230_d,accelerationZ,2,
field_70232_b,accelerationX,2,
field_70233_c,accelerationY,2,
field_70234_an,ticksInAir,2,
field_70235_a,shootingEntity,2,
field_70236_j,ticksAlive,2,
field_70238_i,inGround,2,
field_70249_b,arrowShake,2,Seems to be some sort of timer for animating an arrow.
field_70250_c,shootingEntity,2,The owner of this arrow.
field_70251_a,canBePickedUp,2,1 if the player can pick up the arrow
field_70252_j,ticksInGround,2,
field_70253_h,inData,2,
field_70254_i,inGround,2,
field_70255_ao,damage,2,
field_70256_ap,knockbackStrength,2,The amount of knockback an arrow applies when it hits a mob.
field_70257_an,ticksInAir,2,
field_70259_a,entityDragonObj,2,The dragon entity this dragon part belongs to
field_70260_b,health,2,
field_70261_a,innerRotation,2,Used to create the rotation animation when rendering the crystal.
field_70262_b,lightningState,2,"Declares which state the lightning bolt is in. Whether it's in the air, hit the ground, etc."
field_70263_c,boltLivingTime,2,Determines the time before the EntityLightningBolt is destroyed. It is a random integer decremented over time.
field_70264_a,boltVertex,2,A random long that is used to change the vertex of the lightning rendered in RenderLightningBolt
field_70272_f,boatZ,2,
field_70273_g,boatYaw,2,
field_70274_d,boatX,2,
field_70275_e,boatY,2,
field_70276_b,speedMultiplier,2,
field_70277_c,boatPosRotationIncrements,2,
field_70278_an,velocityZ,0,
field_70279_a,isBoatEmpty,2,true if no player in boat
field_70280_j,velocityY,0,
field_70281_h,boatPitch,2,
field_70282_i,velocityX,0,
field_70290_d,hoverStart,2,The EntityItem's random initial float height.
field_70291_e,health,2,"The health of this EntityItem. (For example, damage for tools)"
field_70292_b,age,2,The age of this EntityItem (used to animate it up and down as well as expire it)
field_70456_f,currentItemStack,0,The current ItemStack.
field_70457_g,itemStack,2,
field_70458_d,player,2,The player whose inventory this is.
field_70459_e,inventoryChanged,2,Set true whenever the inventory changes. Nothing sets it false so you will have to write your own code to check it and reset the value.
field_70460_b,armorInventory,2,An array of 4 item stacks containing the currently worn armor pieces.
field_70461_c,currentItem,2,The index of the currently held item (0-8).
field_70462_a,mainInventory,2,An array of 36 item stacks indicating the main player inventory (including the visible bar).
field_70464_b,inventoryWidth,2,the width of the crafting inventory
field_70465_c,eventHandler,2,Class containing the callbacks for the events on_GUIClosed and on_CraftMaxtrixChanged.
field_70466_a,stackList,2,List of the stacks in the crafting matrix.
field_70467_a,stackResult,2,A list of one item containing the result of the crafting formula
field_70472_d,currentRecipe,2,
field_70473_e,currentRecipeIndex,2,
field_70474_b,theInventory,2,
field_70475_c,thePlayer,2,
field_70476_a,theMerchant,2,
field_70477_b,upperChest,2,Inventory object corresponding to double chest upper part
field_70478_c,lowerChest,2,Inventory object corresponding to double chest lower part
field_70479_a,name,2,Name of the chest.
field_70481_b,slotsCount,2,
field_70482_c,inventoryContents,2,
field_70483_a,inventoryTitle,2,
field_70484_a,container,2,The brewing stand this slot belongs to.
field_70488_a,associatedChest,2,
field_70499_f,isInReverse,2,
field_70500_g,matrix,2,Minecart rotational logic matrix
field_70506_as,velocityZ,0,
field_70507_ar,velocityY,0,
field_70508_aq,velocityX,0,
field_70509_j,minecartY,2,
field_70510_h,turnProgress,2,appears to be the progress of the turn
field_70511_i,minecartX,2,
field_70512_ao,minecartYaw,2,
field_70513_ap,minecartPitch,2,
field_70514_an,minecartZ,2,
field_70516_a,fuse,2,How long the fuse is
field_70520_f,tickCounter1,2,
field_70522_e,art,2,
field_70529_d,xpOrbHealth,2,The health of this XP orb.
field_70530_e,xpValue,2,This is how much XP this orb has.
field_70531_b,xpOrbAge,2,The age of the XP orb in ticks.
field_70533_a,xpColor,2,A constantly increasing value that RenderXPOrb uses to control the colour shifting (Green / yellow)
field_70544_f,particleScale,0,
field_70545_g,particleGravity,0,
field_70546_d,particleAge,0,
field_70547_e,particleMaxAge,0,
field_70548_b,particleTextureJitterX,0,
field_70549_c,particleTextureJitterY,0,
field_70550_a,particleIcon,0,The icon field from which the given particle pulls its texture.
field_70551_j,particleBlue,0,"The blue amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
field_70552_h,particleRed,0,"The red amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
field_70553_i,particleGreen,0,"The green amount of color. Used as a percentage, 1.0 = 255 and 0.0 = 0."
field_70554_ao,interpPosY,0,
field_70555_ap,interpPosZ,0,
field_70556_an,interpPosX,0,
field_70557_a,theEntity,0,Entity that had been hit and done the Critical hit on.
field_70558_as,particleName,0,
field_70559_ar,maximumLife,0,
field_70560_aq,currentLife,0,
field_70561_a,initialParticleScale,0,
field_70562_a,flameScale,0,the scale of the flame FX
field_70563_a,materialType,0,the material type for dropped items/blocks
field_70564_aq,bobTimer,0,The height of the current bob
field_70570_a,reddustParticleScale,0,
field_70571_a,portalParticleScale,0,
field_70572_as,portalPosZ,0,
field_70573_ar,portalPosY,0,
field_70574_aq,portalPosX,0,
field_70575_a,particleScaleOverTime,0,
field_70576_a,footstepAge,0,
field_70577_ar,currentFootSteps,0,
field_70578_aq,footstepMaxAge,0,
field_70579_a,timeSinceStart,0,
field_70580_aq,maximumTime,0,the maximum time for the explosion
field_70583_ar,theRenderEngine,0,The Rendering Engine.
field_70585_a,noteParticleScale,0,
field_70586_a,lavaParticleScale,0,
field_70587_a,smokeParticleScale,0,
field_70588_a,snowDigParticleScale,0,
field_70590_a,baseSpellTextureIndex,0,Base spell texture index
field_70591_a,entityToPickUp,0,
field_70592_at,yOffs,0,renamed from yOffset to fix shadowing Entity.yOffset
field_70593_as,maxAge,0,
field_70594_ar,age,0,
field_70595_aq,entityPickingUp,0,
field_70696_bz,attackTarget,2,The active target the Task system uses for tracking
field_70698_bv,defaultPitch,2,
field_70699_by,navigator,2,
field_70700_bx,numTicksToChaseTarget,2,How long to keep a specific target entity
field_70701_bs,moveForward,2,
field_70702_br,moveStrafing,2,
field_70703_bu,isJumping,2,used to check whether entity is jumping.
field_70704_bt,randomYawVelocity,2,
field_70705_bn,newRotationPitch,2,The new yaw rotation to be applied to the entity.
field_70708_bq,entityAge,2,The age of this EntityLiving (used to determine when it dies)
field_70709_bj,newPosX,2,The new X position to be applied to the entity.
field_70710_bk,newPosY,2,The new Y position to be applied to the entity.
field_70712_bm,newRotationYaw,2,The new yaw rotation to be applied to the entity.
field_70713_bf,activePotionsMap,2,
field_70714_bg,tasks,2,
field_70715_bh,targetTasks,2,
field_70716_bi,newPosRotationIncrements,2,The number of updates over which the new position and rotation are to be applied to the entity.
field_70717_bb,attackingPlayer,2,The most recent player that has attacked this entity
field_70718_bc,recentlyHit,2,"Set to 60 when hit by the player or the player's wolf, then decrements. Used to determine whether the entity should drop items on death."
field_70720_be,arrowHitTimer,2,
field_70721_aZ,limbSwingAmount,2,
field_70722_aY,prevLimbSwingAmount,2,
field_70723_bA,senses,2,
field_70724_aR,attackTime,2,
field_70725_aQ,deathTime,2,"The amount of time remaining this entity should act 'dead', i.e. have a corpse in the world."
field_70726_aT,cameraPitch,2,
field_70727_aS,prevCameraPitch,2,
field_70728_aV,experienceValue,2,The experience points the Entity gives.
field_70729_aU,dead,2,"This gets set on entity death, but never used. Looks like a duplicate of isDead"
field_70732_aI,prevSwingProgress,2,
field_70733_aJ,swingProgress,2,
field_70735_aL,prevHealth,2,
field_70737_aN,hurtTime,2,The amount of time remaining this entity should act 'hurt'. (Visual appearance of red tint)
field_70738_aO,maxHurtTime,2,What the hurt time was max set to last.
field_70739_aP,attackedAtYaw,2,The yaw at which this entity was last attacked from.
field_70744_aE,scoreValue,2,"The score value of the Mob, the amount of points the mob is worth."
field_70746_aG,landMovementFactor,2,"A factor used to determine how far this entity will move each tick if it is walking on land. Adjusted by speed, and slipperiness of the current block."
field_70747_aH,jumpMovementFactor,2,A factor used to determine how far this entity will move each tick if it is jumping or falling.
field_70749_g,lookHelper,2,
field_70752_e,potionsNeedUpdate,2,Whether the DataWatcher needs to be updated with the active potions
field_70754_ba,limbSwing,2,Only relevant when limbYaw is not 0(the entity is moving). Influences where in its swing legs and arms currently are.
field_70755_b,entityLivingToAttack,2,"is only being set, has no uses as of MC 1.1"
field_70756_c,revengeTimer,2,
field_70757_a,livingSoundTime,2,Number of ticks since this EntityLiving last produced its sound
field_70758_at,prevRotationYawHead,2,Entity head rotation yaw at previous tick
field_70759_as,rotationYawHead,2,Entity head rotation yaw
field_70760_ar,prevRenderYawOffset,2,
field_70761_aq,renderYawOffset,2,
field_70762_j,bodyHelper,2,
field_70765_h,moveHelper,2,
field_70767_i,jumpHelper,2,Entity jumping helper
field_70771_an,maxHurtResistantTime,2,
field_70772_bD,maximumHomeDistance,2,If -1 there is no maximum distance
field_70773_bE,jumpTicks,2,Number of ticks since last jump
field_70775_bC,homePosition,2,
field_70776_bF,currentTarget,2,This entity's current target.
field_70786_d,pathToEntity,2,
field_70787_b,hasAttacked,2,returns true if a creature has attacked recently only used for creepers and skeletons
field_70788_c,fleeingTick,2,Used to make a creature speed up and wander away when hit.
field_70789_a,entityToAttack,2,The Entity this EntityCreature is set to attack.
field_70791_f,attackCounter,2,
field_70792_g,targetedEntity,2,
field_70793_d,waypointZ,2,
field_70794_e,prevAttackCounter,2,
field_70795_b,waypointX,2,
field_70796_c,waypointY,2,
field_70797_a,courseChangeCooldown,2,
field_70798_h,aggroCooldown,2,Cooldown time between target loss and new target aquirement.
field_70810_d,slimeJumpDelay,2,ticks until this slime jumps again
field_70811_b,squishFactor,2,
field_70812_c,prevSquishFactor,2,
field_70813_a,squishAmount,2,
field_70826_g,stareTimer,2,A player must stare at an enderman for 5 ticks before it becomes aggressive. This field counts those ticks.
field_70827_d,carriableBlocks,2,
field_70828_e,teleportDelay,2,Counter to delay the teleportation of an enderman towards the currently attacked target
field_70833_d,timeSinceIgnited,2,The amount of time since the creeper was close enough to the player to ignite
field_70834_e,lastActiveTime,2,"Time when this creeper was last in an active state (Messed up code here, probably causes creeper animation to go weird)"
field_70837_d,angerLevel,2,Above zero if this PigZombie is Angry.
field_70838_e,randomSoundDelay,2,A random delay until this PigZombie next makes a sound.
field_70843_d,allySummonCooldown,2,A cooldown before this entity will search for another Silverfish to join them in battle.
field_70847_d,heightOffset,2,Random offset used in floating behaviour
field_70848_e,heightOffsetUpdateTime,2,ticks until heightOffset is randomized
field_70855_f,attackTimer,2,
field_70856_g,holdRoseTick,2,
field_70857_d,villageObj,2,
field_70858_e,homeCheckTimer,2,"deincrements, and a distance-to-home check is done at 0"
field_70859_f,squidYaw,2,
field_70860_g,prevSquidYaw,2,
field_70861_d,squidPitch,2,
field_70862_e,prevSquidPitch,2,
field_70863_bz,randomMotionSpeed,2,
field_70864_bA,rotationVelocity,2,change in squidRotation in radians.
field_70865_by,lastTentacleAngle,2,the last calculated angle of the tentacles in radians
field_70866_j,tentacleAngle,2,angle of the tentacles in radians
field_70867_h,squidRotation,2,"appears to be rotation in radians; we already have pitch & yaw, so this completes the triumvirate."
field_70868_i,prevSquidRotation,2,previous squidRotation in radians
field_70869_bD,randomMotionVecY,2,
field_70870_bE,randomMotionVecZ,2,
field_70872_bC,randomMotionVecX,2,
field_70881_d,inLove,2,
field_70882_e,breeding,2,This is representation of a counter for reproduction progress. (Note that this is different from the inLove which represent being in Love-Mode)
field_70883_f,destPos,2,
field_70887_j,timeUntilNextEgg,2,The time until the next egg is spawned.
field_70898_d,fleeceColorTable,2,Holds the RGB table of the sheep colors - in OpenGL glColor3f values - used to render the sheep colored fleece.
field_70899_e,sheepTimer,2,Used to control movement as well as wool regrowth. Set to 40 on handleHealthUpdate and counts down with each tick.
field_70911_d,aiSit,2,
field_70914_e,aiTempt,2,"The tempt AI task for this mob, used to prevent taming while it is fleeing."
field_70925_g,isShaking,2,true is the wolf is wet else false
field_70927_j,prevTimeWolfIsShaking,2,
field_70929_i,timeWolfIsShaking,2,This time increases while wolf is shaking and emitting water particles.
field_70935_b,customer,0,This merchant's current player customer.
field_70936_c,recipeList,0,The MerchantRecipeList instance.
field_70937_a,theMerchantInventory,0,Instance of Merchants Inventory.
field_70952_f,isMating,2,
field_70953_g,isPlaying,2,
field_70954_d,villageObj,2,
field_70955_e,randomTickDivider,2,
field_70956_bz,wealth,2,
field_70958_bB,villagersSellingList,2,Selling list of Villagers items.
field_70959_by,needsInitilization,2,addDefaultEquipmentAndRecipies is called if this is true
field_70960_bC,blacksmithSellingList,2,Selling list of Blacksmith items.
field_70961_j,timeUntilReset,2,
field_70962_h,buyingPlayer,2,This villager's current customer.
field_70963_i,buyingList,2,Initialises the MerchantRecipeList.java
field_70976_f,ringBufferIndex,2,Index into the ring buffer. Incremented once per tick and restarts at 0 once it reaches the end of the buffer.
field_70977_g,dragonPartArray,2,An array containing all body parts of this dragon
field_70978_d,targetZ,2,
field_70979_e,ringBuffer,2,Ring buffer array for the last 64 Y-positions and yaw rotations. Used to calculate offsets for the animations.
field_70980_b,targetX,2,
field_70981_c,targetY,2,
field_70982_bz,dragonPartTail3,2,
field_70983_bA,dragonPartWing1,2,
field_70984_by,dragonPartTail2,2,
field_70985_j,dragonPartTail1,2,
field_70986_h,dragonPartHead,2,The head bounding box of a dragon
field_70987_i,dragonPartBody,2,The body bounding box of a dragon
field_70988_bD,animTime,2,"Animation time, used to control the speed of the animation cycles (wings flapping, jaw opening, etc.)"
field_70989_bE,forceNewTarget,2,Force selecting a new flight target at next tick if set to true.
field_70990_bB,dragonPartWing2,2,
field_70991_bC,prevAnimTime,2,Animation time at previous tick.
field_70992_bH,healingEnderCrystal,2,The current endercrystal that is healing this dragon
field_70993_bI,target,2,
field_70994_bF,slowed,2,"Activated if the dragon is flying though obsidian, white stone or bedrock. Slows movement and animation speed."
field_70995_bG,deathTicks,2,
field_71067_cb,experienceTotal,2,The total amount of experience the player has. This also includes the amount of experience within their Experience Bar.
field_71068_ca,experienceLevel,2,The current experience level the player is on.
field_71069_bz,inventoryContainer,2,The Container for the player's inventory (which opens when they press E)
field_71070_bA,openContainer,2,The Container the player has open.
field_71071_by,inventory,2,Inventory of the player
field_71072_f,itemInUseCount,2,This field starts off equal to getMaxItemUseDuration and is decremented on each tick
field_71073_d,startMinecartRidingCoordinate,2,Holds the coordinate of the player when enter a minecraft to ride.
field_71074_e,itemInUse,2,"This is the item that is in use when the player is holding down the useItemButton (e.g., bow, food, sword)"
field_71075_bZ,capabilities,2,The player's capabilities. (See class PlayerCapabilities)
field_71076_b,sleepTimer,2,
field_71077_c,spawnChunk,2,holds the spawn chunk of the player
field_71078_a,theInventoryEnderChest,2,
field_71080_cy,prevTimeInPortal,0,The amount of time an entity has been in a Portal the previous tick
field_71081_bT,playerLocation,2,the current location of the player
field_71083_bS,sleeping,2,Boolean value indicating weather a player is sleeping or not
field_71086_bY,timeInPortal,0,The amount of time an entity has been in a Portal
field_71087_bX,inPortal,2,Whether the entity is inside a Portal
field_71088_bW,timeUntilPortal,2,
field_71090_bL,xpCooldown,2,Used by EntityPlayer to prevent too many xp orbs from getting absorbed at once.
field_71093_bK,dimension,2,"Which dimension the player is in (-1 = the Nether, 0 = normal world)"
field_71100_bB,foodStats,2,"The food object of the player, the general hunger logic."
field_71101_bC,flyToggleTimer,2,"Used to tell if the player pressed jump twice. If this is at 0 and it's pressed (And they are allowed to fly, as defined in the player's movementInput) it sets this to 7. If it's pressed and it's greater than 0 enable fly."
field_71102_ce,speedInAir,2,
field_71104_cf,fishEntity,2,"An instance of a fishing rod's hook. If this isn't null, the icon image of the fishing rod is slightly different"
field_71106_cc,experience,2,The current amount of experience the player has within their Experience Bar.
field_71107_bF,prevCameraYaw,2,
field_71108_cd,speedOnGround,2,
field_71109_bG,cameraYaw,2,
field_71129_f,loadedChunks,2,LinkedList that holds the loaded chunks.
field_71130_g,destroyedItemsNetCache,2,entities added to this list will  be packet29'd to the player
field_71131_d,managedPosX,2,player X position as seen by PlayerManager
field_71132_e,managedPosZ,2,player Z position as seen by PlayerManager
field_71133_b,mcServer,2,Reference to the MinecraftServer object.
field_71134_c,theItemInWorldManager,2,The ItemInWorldManager belonging to this player
field_71135_a,playerNetServerHandler,2,The NetServerHandler assigned to this player by the ServerConfigurationManager.
field_71136_j,playerConqueredTheEnd,2,"Set when a player beats the ender dragon, used to respawn the player at the spawn point while retaining inventory and XP"
field_71137_h,isChangingQuantityOnly,2,set to true when player is moving quantity of items from one inventory to another(crafting) but item in either slot is not changed
field_71138_i,ping,2,
field_71139_cq,currentWindowId,2,The currently in use window ID. Incremented every time a window is opened.
field_71140_co,chatColours,2,
field_71142_cm,renderDistance,2,must be between 3>x>15 (strictly between)
field_71143_cn,chatVisibility,2,
field_71144_ck,lastExperience,2,Amount of experience the client was last set to
field_71146_ci,lastFoodLevel,2,set to foodStats.GetFoodLevel
field_71147_cj,wasHungry,2,set to foodStats.getSaturationLevel() == 0.0F each tick
field_71148_cg,translator,2,
field_71149_ch,lastHealth,2,amount of health the client was last set to
field_71154_f,renderArmYaw,0,
field_71155_g,renderArmPitch,0,
field_71156_d,sprintToggleTimer,0,"Used to tell if the player pressed forward twice. If this is at 0 and it's pressed (And they are allowed to sprint, aka enough food on the ground etc) it sets this to 7. If it's pressed and it's greater than 0 enable sprinting."
field_71157_e,sprintingTicksLeft,0,Ticks left before sprinting is disabled.
field_71158_b,movementInput,0,
field_71159_c,mc,0,
field_71163_h,prevRenderArmYaw,0,
field_71164_i,prevRenderArmPitch,0,
field_71168_co,ticksSinceMovePacket,0,"Counter used to ensure that the server sends a move packet (Packet11, 12 or 13) to the client at least once a second."
field_71169_cp,hasSetHealth,0,has the client player's health been set?
field_71170_cm,wasSneaking,0,Used to check if the player has started or stopped sneaking and needs to tell the server.
field_71171_cn,wasSprinting,0,Used to check if the player has started or stopped sprinting and needs to tell the server.
field_71172_ck,oldRotationPitch,0,
field_71173_cl,wasOnGround,0,Check if was on ground last update
field_71174_a,sendQueue,0,
field_71175_ci,oldPosZ,0,
field_71176_cj,oldRotationYaw,0,
field_71177_cg,oldMinY,0,Old Minimum Y of the bounding box
field_71178_ch,oldPosY,0,
field_71179_j,oldPosX,0,
field_71180_f,otherPlayerMPYaw,0,
field_71181_g,otherPlayerMPPitch,0,
field_71182_d,otherPlayerMPY,0,
field_71183_e,otherPlayerMPZ,0,
field_71184_b,otherPlayerMPPosRotationIncrements,0,
field_71185_c,otherPlayerMPX,0,
field_71186_a,isItemInUse,0,
field_71280_D,buildLimit,2,Maximum build height.
field_71284_A,pvpEnabled,2,Indicates whether PvP is active on the server or not.
field_71285_B,allowFlight,2,Determines if flight is allowed or not.
field_71286_C,motd,2,The server MOTD string.
field_71287_L,worldName,0,
field_71288_M,isDemo,2,
field_71289_N,enableBonusChest,2,
field_71290_O,worldIsBeingDeleted,2,"If true, there is no need to save chunks or stop the server, because that is already being done."
field_71292_I,serverKeyPair,2,
field_71293_J,serverOwner,2,Username of the server owner (for integrated servers)
field_71294_K,folderName,2,
field_71295_T,startProfiling,2,
field_71296_Q,serverIsRunning,2,
field_71298_S,userMessage,2,
field_71299_R,timeOfLastWarning,2,"Set when warned for ""Can't keep up"", which triggers again after 15 seconds."
field_71302_d,currentTask,2,The task the server is currently working on(and will output on outputPercentRemaining).
field_71303_e,percentDone,2,The percentage of the current task finished so far.
field_71304_b,theProfiler,2,
field_71305_c,worldServers,2,The server world instances.
field_71307_n,usageSnooper,2,The PlayerUsageSnooper instance.
field_71308_o,anvilFile,2,
field_71309_l,mcServer,2,Instance of Minecraft Server.
field_71310_m,anvilConverterForAnvilFile,2,
field_71311_j,tickTimeArray,2,
field_71312_k,timeOfLastDimensionTick,2,Stats are [dimension][tick%100] system.nanoTime is stored.
field_71315_w,tickCounter,2,Incremented every tick.
field_71316_v,serverStopped,2,Indicates to other classes that the server is safely stopped.
field_71317_u,serverRunning,2,Indicates whether the server is running or not. Set to false to initiate a shutdown.
field_71318_t,serverConfigManager,2,The ServerConfigurationManager instance.
field_71319_s,serverPort,2,The server's port.
field_71320_r,hostname,1,The server's hostname.
field_71321_q,commandManager,2,
field_71322_p,tickables,2,Collection of objects to update every tick. Type: List<IUpdatePlayerListBox>
field_71323_z,canSpawnNPCs,2,
field_71324_y,canSpawnAnimals,2,True if the server has animals turned on.
field_71325_x,onlineMode,2,True if the server is in online mode.
field_71335_s,guiIsEnabled,1,
field_71337_q,gameType,1,
field_71338_p,canSpawnStructures,1,
field_71339_n,theRConThreadMain,1,
field_71340_o,settings,1,
field_71341_l,pendingCommandList,1,
field_71342_m,theRConThreadQuery,1,
field_71345_q,lanServerPing,0,
field_71346_p,isPublic,0,
field_71348_o,isGamePaused,0,
field_71349_l,mc,0,The Minecraft instance.
field_71350_m,theWorldSettings,0,
field_71412_D,mcDataDir,0,
field_71414_F,isTakingScreenshot,0,Makes sure it doesn't keep taking screenshots when both buttons are down.
field_71415_G,inGameHasFocus,0,Does the actual gameplay have focus. If so then mouse and keys will effect the player instead of menus.
field_71417_B,mouseHelper,0,Mouse helper instance.
field_71419_L,debugUpdateTime,0,Approximate time (in ms) of last update to debug string
field_71420_M,fpsCounter,0,holds the current fps
field_71421_N,prevFrameTime,0,
field_71422_O,currentServerData,0,
field_71423_H,systemTime,0,
field_71424_I,mcProfiler,0,The profiler instance
field_71425_J,running,0,Set to true to keep the game loop running. Set to false by shutdown() to allow the game loop to exit cleanly.
field_71426_K,debug,0,String that shows the debug information
field_71427_U,usageSnooper,0,Instance of PlayerUsageSnooper.
field_71428_T,timer,0,
field_71429_W,leftClickCounter,0,Mouse left click counter
field_71431_Q,fullscreen,0,
field_71432_P,theMinecraft,0,Set to 'this' in Minecraft constructor; used by some settings get methods
field_71433_S,crashReporter,0,Instance of CrashReport.
field_71434_R,hasCrashed,0,
field_71435_Y,tempDisplayHeight,0,Display height
field_71436_X,tempDisplayWidth,0,Display width
field_71437_Z,theIntegratedServer,0,Instance of IntegratedServer.
field_71438_f,renderGlobal,0,
field_71439_g,thePlayer,0,
field_71440_d,displayHeight,0,
field_71441_e,theWorld,0,
field_71442_b,playerController,0,
field_71443_c,displayWidth,0,
field_71444_a,memoryReserve,0,A 10MiB preallocation to ensure the heap is reasonably sized.
field_71445_n,isGamePaused,0,
field_71446_o,renderEngine,0,The RenderEngine instance used by Minecraft
field_71449_j,session,0,
field_71451_h,renderViewEntity,0,"The Entity from which the renderer determines the render viewpoint. Currently is always the parent Minecraft class's 'thePlayer' instance. Modification of its location, rotation, or other settings at render time will modify the camera likewise, with the caveat of triggering chunk rebuilds as it moves, making it unsuitable for changing the viewpoint mid-render."
field_71452_i,effectRenderer,0,
field_71453_ak,myNetworkManager,0,
field_71454_w,skipRenderWorld,0,Skip render world
field_71455_al,integratedServerIsRunning,0,
field_71456_v,ingameGUI,0,
field_71457_ai,joinPlayerCounter,0,Join player counter
field_71458_u,guiAchievement,0,Gui achievement
field_71459_aj,isDemo,0,
field_71460_t,entityRenderer,0,
field_71461_s,loadingScreen,0,
field_71462_r,currentScreen,0,The GuiScreen that's being displayed at the moment.
field_71464_q,standardGalacticFontRenderer,0,
field_71465_an,debugProfilerName,0,Profiler currently displayed in the debug screen pie chart
field_71466_p,fontRenderer,0,The font renderer used for displaying and measuring text.
field_71467_ac,rightClickDelayTimer,0,"When you place a block, it's set to 6, decremented once per tick, when it's 0, you can place another block."
field_71468_ad,refreshTexturePacksScheduled,0,"Checked in Minecraft's while(running) loop, if true it's set to false and the textures refreshed."
field_71469_aa,saveLoader,0,
field_71470_ab,debugFPS,0,"This is set to fpsCounter every debug screen update, and is shown on the debug screen. It's also sent as part of the usage snooping."
field_71474_y,gameSettings,0,The game settings that currently hold effect.
field_71475_ae,serverName,0,
field_71476_x,objectMouseOver,0,The ray trace hit that the mouse is over.
field_71477_af,serverPort,0,
field_71486_a,theCrashReport,2,Reference to the CrashReport object.
field_71488_a,theCrashReport,2,Reference to the CrashReport object.
